student_id,course_id,semester,total_classes,attended_classes,attendance_percentage
STU00580,CE305,1,67,57,85.07
STU00580,CE302,2,64,62,96.88
STU00580,CE302,3,66,58,87.88
STU00581,EE304,1,61,47,77.05
STU00581,EE305,2,62,42,67.74
STU00581,EE301,3,56,31,55.36
STU00581,EE301,4,58,35,60.34
STU00582,IT304,1,70,42,60.0
STU00582,IT301,2,60,42,70.0
STU00582,IT303,3,64,49,76.56
STU00582,IT301,4,62,44,70.97
STU00582,IT302,5,56,41,73.21
STU00582,IT303,6,58,42,72.41
STU00583,EC304,1,59,48,81.36
STU00583,EC303,2,57,53,92.98
STU00583,EC301,3,57,57,100.0
STU00583,EC305,4,68,58,85.29
STU00583,EC301,5,55,36,65.45
STU00584,EE305,1,59,55,93.22
STU00584,EE301,2,67,67,100.0
STU00584,EE302,3,64,52,81.25
STU00584,EE303,4,68,48,70.59
STU00584,EE305,5,55,47,85.45
STU00584,EE303,6,63,63,100.0
STU00585,CE302,1,58,41,70.69
STU00585,CE303,2,70,56,80.0
STU00585,CE304,3,64,62,96.88
STU00585,CE304,4,57,49,85.96
STU00585,CE302,5,68,65,95.59
STU00586,ME303,1,70,68,97.14
STU00586,ME303,2,62,52,83.87
STU00586,ME304,3,55,47,85.45
STU00586,ME304,4,67,46,68.66
STU00586,ME303,5,58,46,79.31
STU00586,ME304,6,62,48,77.42
STU00587,CE301,1,67,44,65.67
STU00587,CE302,2,69,52,75.36
STU00587,CE303,3,70,53,75.71
STU00587,CE305,4,58,49,84.48
STU00587,CE303,5,65,48,73.85
STU00587,CE302,6,57,44,77.19
STU00588,ME305,1,60,43,71.67
STU00588,ME302,2,70,51,72.86
STU00589,EC302,1,57,41,71.93
STU00589,EC302,2,67,50,74.63
STU00589,EC305,3,70,54,77.14
STU00589,EC305,4,62,50,80.65
STU00589,EC301,5,70,51,72.86
STU00589,EC303,6,68,52,76.47
STU00590,ME303,1,59,54,91.53
STU00590,ME301,2,65,49,75.38
STU00590,ME305,3,68,68,100.0
STU00590,ME301,4,63,60,95.24
STU00591,EC305,1,70,44,62.86
STU00591,EC305,2,70,44,62.86
STU00591,EC303,3,62,46,74.19
STU00592,EE304,1,70,45,64.29
STU00592,EE305,2,57,47,82.46
STU00592,EE301,3,68,54,79.41
STU00592,EE301,4,67,61,91.04
STU00593,EC301,1,60,43,71.67
STU00593,EC305,2,58,50,86.21
STU00593,EC302,3,61,48,78.69
STU00594,EE301,1,56,46,82.14
STU00594,EE304,2,70,47,67.14
STU00594,EE302,3,70,47,67.14
STU00594,EE302,4,68,61,89.71
STU00594,EE304,5,55,42,76.36
STU00595,CS301,1,68,53,77.94
STU00595,CS303,2,63,36,57.14
STU00595,CS305,3,65,49,75.38
STU00595,CS305,4,66,42,63.64
STU00596,CS302,1,59,44,74.58
STU00596,CS303,2,61,56,91.8
STU00596,CS305,3,66,54,81.82
STU00596,CS305,4,63,54,85.71
STU00596,CS304,5,69,51,73.91
STU00596,CS302,6,65,54,83.08
STU00597,EC302,1,70,59,84.29
STU00597,EC301,2,65,61,93.85
STU00597,EC304,3,60,51,85.0
STU00598,CS304,1,57,56,98.25
STU00598,CS301,2,64,55,85.94
STU00598,CS302,3,61,51,83.61
STU00599,CE305,1,69,60,86.96
STU00599,CE303,2,58,54,93.1
STU00600,ME305,1,69,58,84.06
STU00600,ME305,2,60,51,85.0
STU00601,CE303,1,62,57,91.94
STU00601,CE303,2,55,41,74.55
STU00602,EC303,1,64,47,73.44
STU00602,EC304,2,64,42,65.62
STU00602,EC303,3,67,38,56.72
STU00603,IT305,1,61,46,75.41
STU00603,IT301,2,59,42,71.19
STU00603,IT301,3,61,48,78.69
STU00603,IT303,4,60,52,86.67
STU00604,IT305,1,58,56,96.55
STU00604,IT302,2,67,50,74.63
STU00604,IT303,3,63,41,65.08
STU00604,IT305,4,70,60,85.71
STU00605,CE302,1,55,44,80.0
STU00605,CE302,2,61,44,72.13
STU00605,CE301,3,59,37,62.71
STU00606,CS302,1,70,46,65.71
STU00606,CS301,2,65,55,84.62
STU00606,CS301,3,56,35,62.5
STU00607,EC305,1,69,47,68.12
STU00607,EC304,2,70,43,61.43
STU00607,EC303,3,64,47,73.44
STU00608,EE301,1,62,38,61.29
STU00608,EE305,2,67,54,80.6
STU00608,EE304,3,67,50,74.63
STU00608,EE304,4,66,42,63.64
STU00608,EE303,5,65,48,73.85
STU00608,EE305,6,57,42,73.68
STU00609,CS302,1,60,39,65.0
STU00609,CS303,2,59,38,64.41
STU00609,CS304,3,69,42,60.87
STU00609,CS304,4,63,42,66.67
STU00609,CS301,5,68,39,57.35
STU00609,CS303,6,60,47,78.33
STU00610,IT303,1,69,45,65.22
STU00610,IT303,2,68,55,80.88
STU00611,CS305,1,61,54,88.52
STU00611,CS304,2,66,48,72.73
STU00611,CS302,3,55,44,80.0
STU00612,CS304,1,66,39,59.09
STU00612,CS305,2,61,39,63.93
STU00612,CS301,3,64,42,65.62
STU00613,ME301,1,66,50,75.76
STU00613,ME303,2,55,34,61.82
STU00613,ME305,3,63,49,77.78
STU00613,ME301,4,63,53,84.13
STU00614,CS304,1,56,36,64.29
STU00614,CS303,2,63,49,77.78
STU00614,CS301,3,55,38,69.09
STU00614,CS304,4,69,54,78.26
STU00614,CS304,5,60,41,68.33
STU00615,CS305,1,58,45,77.59
STU00615,CS301,2,66,49,74.24
STU00615,CS301,3,59,40,67.8
STU00615,CS302,4,59,41,69.49
STU00615,CS301,5,68,54,79.41
STU00616,ME301,1,69,53,76.81
STU00616,ME301,2,65,53,81.54
STU00617,ME305,1,63,49,77.78
STU00617,ME302,2,55,39,70.91
STU00618,EC303,1,60,46,76.67
STU00618,EC305,2,66,46,69.7
STU00618,EC305,3,55,39,70.91
STU00618,EC304,4,68,40,58.82
STU00619,IT301,1,61,48,78.69
STU00619,IT305,2,59,53,89.83
STU00620,EE301,1,60,49,81.67
STU00620,EE304,2,56,37,66.07
STU00620,EE303,3,61,41,67.21
STU00620,EE305,4,68,40,58.82
STU00621,CS301,1,64,50,78.12
STU00621,CS303,2,66,50,75.76
STU00621,CS301,3,65,50,76.92
STU00622,EC305,1,57,53,92.98
STU00622,EC305,2,69,69,100.0
STU00622,EC301,3,58,54,93.1
STU00622,EC301,4,60,56,93.33
STU00622,EC301,5,60,56,93.33
STU00623,CS305,1,55,54,98.18
STU00623,CS302,2,55,42,76.36
STU00623,CS302,3,66,59,89.39
STU00623,CS304,4,57,50,87.72
STU00624,IT303,1,61,53,86.89
STU00624,IT302,2,64,58,90.62
STU00624,IT301,3,67,44,65.67
STU00625,ME302,1,63,54,85.71
STU00625,ME302,2,65,49,75.38
STU00625,ME304,3,62,52,83.87
STU00625,ME302,4,63,42,66.67
STU00626,IT302,1,64,42,65.62
STU00626,IT303,2,69,53,76.81
STU00626,IT303,3,57,40,70.18
STU00627,EE303,1,66,48,72.73
STU00627,EE303,2,69,60,86.96
STU00627,EE302,3,56,36,64.29
STU00627,EE305,4,67,52,77.61
STU00627,EE302,5,61,52,85.25
STU00628,IT303,1,64,42,65.62
STU00628,IT302,2,65,50,76.92
STU00628,IT305,3,63,41,65.08
STU00628,IT301,4,61,31,50.82
STU00628,IT303,5,61,37,60.66
STU00629,ME303,1,56,51,91.07
STU00629,ME301,2,60,54,90.0
STU00629,ME304,3,59,56,94.92
STU00629,ME304,4,65,57,87.69
STU00629,ME303,5,67,53,79.1
STU00630,CE301,1,65,52,80.0
STU00630,CE301,2,66,55,83.33
STU00630,CE301,3,60,49,81.67
STU00630,CE304,4,70,60,85.71
STU00630,CE303,5,65,59,90.77
STU00630,CE301,6,60,53,88.33
STU00631,EC303,1,60,45,75.0
STU00631,EC304,2,60,42,70.0
STU00631,EC301,3,69,48,69.57
STU00631,EC305,4,69,42,60.87
STU00632,CE305,1,68,54,79.41
STU00632,CE304,2,70,56,80.0
STU00632,CE302,3,63,39,61.9
STU00632,CE303,4,65,44,67.69
STU00632,CE304,5,67,47,70.15
STU00632,CE303,6,56,39,69.64
STU00633,ME305,1,58,43,74.14
STU00633,ME304,2,68,55,80.88
STU00633,ME303,3,67,53,79.1
STU00634,IT301,1,60,40,66.67
STU00634,IT305,2,60,45,75.0
STU00634,IT303,3,61,53,86.89
STU00634,IT305,4,59,50,84.75
STU00634,IT302,5,65,41,63.08
STU00634,IT301,6,57,48,84.21
STU00635,ME302,1,66,47,71.21
STU00635,ME304,2,67,54,80.6
STU00635,ME302,3,69,57,82.61
STU00635,ME301,4,59,51,86.44
STU00636,EE302,1,64,37,57.81
STU00636,EE303,2,57,41,71.93
STU00636,EE302,3,62,42,67.74
STU00637,CS304,1,57,48,84.21
STU00637,CS302,2,59,51,86.44
STU00637,CS305,3,66,51,77.27
STU00638,EE304,1,60,49,81.67
STU00638,EE303,2,58,46,79.31
STU00639,CE305,1,67,57,85.07
STU00639,CE302,2,70,48,68.57
STU00639,CE304,3,69,43,62.32
STU00639,CE302,4,58,34,58.62
STU00639,CE304,5,59,38,64.41
STU00640,ME302,1,67,49,73.13
STU00640,ME303,2,64,47,73.44
STU00640,ME304,3,67,49,73.13
STU00640,ME305,4,57,44,77.19
STU00641,EE304,1,55,42,76.36
STU00641,EE302,2,60,46,76.67
STU00641,EE302,3,66,47,71.21
STU00641,EE303,4,65,47,72.31
STU00642,ME301,1,67,59,88.06
STU00642,ME301,2,62,48,77.42
STU00642,ME302,3,70,66,94.29
STU00642,ME302,4,56,49,87.5
STU00642,ME302,5,64,59,92.19
STU00642,ME304,6,57,45,78.95
STU00643,EE304,1,60,46,76.67
STU00643,EE304,2,59,46,77.97
STU00643,EE303,3,64,44,68.75
STU00643,EE304,4,70,43,61.43
STU00644,EE303,1,68,58,85.29
STU00644,EE302,2,60,57,95.0
STU00645,CE305,1,58,43,74.14
STU00645,CE304,2,57,51,89.47
STU00645,CE303,3,58,50,86.21
STU00645,CE304,4,55,42,76.36
STU00645,CE302,5,65,62,95.38
STU00646,CE305,1,67,61,91.04
STU00646,CE304,2,55,48,87.27
STU00646,CE304,3,67,56,83.58
STU00647,IT301,1,64,54,84.38
STU00647,IT304,2,63,48,76.19
STU00647,IT301,3,69,51,73.91
STU00647,IT305,4,66,45,68.18
STU00647,IT304,5,65,44,67.69
STU00648,EC303,1,58,52,89.66
STU00648,EC302,2,68,48,70.59
STU00648,EC305,3,67,59,88.06
STU00648,EC301,4,59,53,89.83
STU00648,EC301,5,65,60,92.31
STU00648,EC305,6,63,51,80.95
STU00649,EC305,1,69,46,66.67
STU00649,EC304,2,56,35,62.5
STU00649,EC304,3,64,38,59.38
STU00650,ME301,1,70,49,70.0
STU00650,ME304,2,66,46,69.7
STU00651,IT305,1,66,66,100.0
STU00651,IT303,2,68,67,98.53
STU00652,EE303,1,55,48,87.27
STU00652,EE305,2,63,47,74.6
STU00652,EE302,3,64,57,89.06
STU00652,EE303,4,68,54,79.41
STU00653,CS304,1,65,51,78.46
STU00653,CS303,2,56,41,73.21
STU00654,CS301,1,66,58,87.88
STU00654,CS301,2,67,58,86.57
STU00654,CS302,3,60,60,100.0
STU00654,CS301,4,58,50,86.21
STU00654,CS302,5,59,58,98.31
STU00654,CS304,6,68,52,76.47
STU00655,ME303,1,69,44,63.77
STU00655,ME305,2,62,54,87.1
STU00655,ME305,3,69,49,71.01
STU00655,ME301,4,57,42,73.68
STU00656,EC303,1,56,47,83.93
STU00656,EC302,2,58,50,86.21
STU00656,EC304,3,57,50,87.72
STU00656,EC303,4,64,52,81.25
STU00657,CE304,1,55,47,85.45
STU00657,CE302,2,63,59,93.65
STU00657,CE301,3,68,68,100.0
STU00657,CE301,4,61,57,93.44
STU00657,CE305,5,63,63,100.0
STU00658,EC305,1,62,57,91.94
STU00658,EC301,2,66,66,100.0
STU00658,EC305,3,70,61,87.14
STU00658,EC302,4,68,53,77.94
STU00659,EC302,1,63,44,69.84
STU00659,EC305,2,56,35,62.5
STU00659,EC305,3,67,45,67.16
STU00659,EC302,4,64,44,68.75
STU00660,EE301,1,68,45,66.18
STU00660,EE302,2,55,49,89.09
STU00660,EE304,3,59,48,81.36
STU00660,EE303,4,63,51,80.95
STU00661,IT305,1,65,64,98.46
STU00661,IT301,2,62,56,90.32
STU00661,IT302,3,55,44,80.0
STU00661,IT303,4,62,60,96.77
STU00661,IT301,5,64,49,76.56
STU00662,CS304,1,68,48,70.59
STU00662,CS305,2,65,40,61.54
STU00662,CS305,3,67,46,68.66
STU00662,CS304,4,55,43,78.18
STU00662,CS303,5,65,44,67.69
STU00662,CS303,6,66,52,78.79
STU00663,CE302,1,69,52,75.36
STU00663,CE304,2,61,45,73.77
STU00663,CE305,3,60,43,71.67
STU00663,CE304,4,63,47,74.6
STU00663,CE304,5,56,53,94.64
STU00664,ME301,1,70,60,85.71
STU00664,ME305,2,66,38,57.58
STU00664,ME301,3,61,55,90.16
STU00664,ME305,4,66,42,63.64
STU00664,ME303,5,64,53,82.81
STU00664,ME303,6,69,52,75.36
STU00665,IT301,1,59,43,72.88
STU00665,IT305,2,60,38,63.33
STU00665,IT305,3,66,46,69.7
STU00665,IT305,4,68,51,75.0
STU00665,IT304,5,55,53,96.36
STU00666,ME305,1,70,54,77.14
STU00666,ME302,2,67,60,89.55
STU00666,ME305,3,59,42,71.19
STU00666,ME304,4,58,47,81.03
STU00667,ME304,1,61,44,72.13
STU00667,ME302,2,58,36,62.07
STU00668,CS303,1,60,46,76.67
STU00668,CS302,2,67,60,89.55
STU00668,CS305,3,68,40,58.82
STU00668,CS303,4,61,43,70.49
STU00668,CS304,5,63,52,82.54
STU00668,CS303,6,66,47,71.21
STU00669,EC303,1,67,56,83.58
STU00669,EC302,2,67,52,77.61
STU00670,IT304,1,64,55,85.94
STU00670,IT304,2,60,60,100.0
STU00670,IT302,3,67,59,88.06
STU00670,IT303,4,55,47,85.45
STU00670,IT305,5,65,62,95.38
STU00671,EE302,1,58,45,77.59
STU00671,EE304,2,68,45,66.18
STU00671,EE304,3,68,43,63.24
STU00671,EE302,4,55,40,72.73
STU00671,EE305,5,62,56,90.32
STU00672,ME305,1,57,55,96.49
STU00672,ME305,2,68,67,98.53
STU00672,ME301,3,65,65,100.0
STU00673,ME302,1,60,65,81.67
STU00673,ME305,2,70,59,84.29
STU00673,ME301,3,66,47,71.21
STU00673,ME301,4,67,51,76.12
STU00673,ME305,5,61,49,80.33
STU00673,ME302,6,69,57,82.61
STU00674,CS302,1,60,53,88.33
STU00674,CS304,2,61,54,88.52
STU00674,CS303,3,59,48,81.36
STU00674,CS303,4,57,41,71.93
STU00675,ME302,1,69,42,60.87
STU00675,ME304,2,62,46,74.19
STU00676,ME304,1,62,48,77.42
STU00676,ME302,2,69,49,71.01
STU00676,ME305,3,58,52,89.66
STU00676,ME305,4,65,53,81.54
STU00676,ME302,5,62,53,85.48
STU00676,ME304,6,57,39,68.42
STU00677,ME301,1,68,45,66.18
STU00677,ME305,2,70,54,77.14
STU00678,CS301,1,68,49,72.06
STU00678,CS303,2,58,41,70.69
STU00678,CS305,3,55,44,80.0
STU00678,CS304,4,70,53,75.71
STU00678,CS301,5,64,53,82.81
STU00679,CS301,1,66,58,87.88
STU00679,CS304,2,69,64,92.75
STU00679,CS304,3,58,41,70.69
STU00679,CS301,4,59,44,74.58
STU00679,CS303,5,58,42,72.41
STU00680,EC303,1,68,54,79.41
STU00680,EC303,2,59,38,64.41
STU00680,EC302,3,70,51,72.86
STU00681,CE303,1,58,55,94.83
STU00681,CE303,2,57,54,94.74
STU00681,CE304,3,70,54,77.14
STU00682,ME303,1,65,37,-1.0
STU00682,ME303,2,69,39,56.52
STU00682,ME303,3,69,43,62.32
STU00683,EE305,1,63,34,53.97
STU00683,EE305,2,56,46,82.14
STU00683,EE302,3,59,35,59.32
STU00683,EE305,4,64,38,59.38
STU00684,CE302,1,66,44,66.67
STU00684,CE305,2,66,47,71.21
STU00685,EC303,1,60,48,80.0
STU00685,EC305,2,64,50,78.12
STU00685,EC304,3,69,49,71.01
STU00685,EC303,4,59,46,77.97
STU00686,CE302,1,64,60,93.75
STU00686,CE304,2,63,54,85.71
STU00686,CE302,3,55,55,100.0
STU00687,ME305,1,64,64,100.0
STU00687,ME302,2,55,55,100.0
STU00687,ME303,3,66,55,83.33
STU00688,CE305,1,67,52,77.61
STU00688,CE304,2,60,41,68.33
STU00688,CE303,3,59,42,71.19
STU00688,CE305,4,65,45,69.23
STU00688,CE305,5,66,39,59.09
STU00688,CE304,6,70,57,81.43
STU00689,CS305,1,70,40,57.14
STU00689,CS302,2,70,53,75.71
STU00689,CS304,3,55,28,50.91
STU00690,CS303,1,62,46,74.19
STU00690,CS303,2,61,48,78.69
STU00691,CS302,1,63,52,82.54
STU00691,CS305,2,58,46,79.31
STU00691,CS302,3,66,46,69.7
STU00692,ME304,1,55,47,85.45
STU00692,ME305,2,62,51,82.26
STU00692,ME302,3,66,63,95.45
STU00692,ME301,4,67,56,83.58
STU00692,ME301,5,65,53,81.54
STU00693,IT301,1,63,35,55.56
STU00693,IT305,2,57,40,70.18
STU00693,IT301,3,69,44,63.77
STU00693,IT305,4,62,47,75.81
STU00693,IT302,5,63,45,71.43
STU00693,IT302,6,62,35,56.45
STU00694,CS304,1,60,48,80.0
STU00694,CS301,2,63,40,63.49
STU00694,CS305,3,63,45,71.43
STU00695,IT302,1,57,40,70.18
STU00695,IT302,2,64,46,71.88
STU00696,CE302,1,62,54,87.1
STU00696,CE302,2,70,65,92.86
STU00697,EC301,1,56,40,71.43
STU00697,EC303,2,57,49,85.96
STU00697,EC302,3,70,42,60.0
STU00697,EC301,4,69,51,73.91
STU00697,EC301,5,70,55,78.57
STU00698,EE301,1,61,49,80.33
STU00698,EE305,2,70,42,60.0
STU00698,EE303,3,55,42,76.36
STU00699,CE304,1,58,41,70.69
STU00699,CE304,2,61,33,54.1
STU00699,CE305,3,69,51,73.91
STU00699,CE301,4,63,44,69.84
STU00699,CE304,5,63,47,74.6
STU00699,CE304,6,60,40,66.67
STU00700,CS305,1,70,75,81.43
STU00700,CS305,2,64,48,75.0
STU00700,CS303,3,63,44,69.84
STU00700,CS305,4,62,48,77.42
STU00701,IT303,1,64,54,84.38
STU00701,IT304,2,58,43,74.14
STU00701,IT302,3,70,70,100.0
STU00701,IT301,4,65,51,78.46
STU00702,CS304,1,70,54,77.14
STU00702,CS302,2,60,51,85.0
STU00702,CS301,3,68,46,67.65
STU00702,CS303,4,58,51,87.93
STU00702,CS304,5,65,47,72.31
STU00702,CS305,6,60,41,68.33
STU00703,IT301,1,62,41,66.13
STU00703,IT302,2,64,48,75.0
STU00703,IT305,3,64,43,67.19
STU00704,ME305,1,70,44,62.86
STU00704,ME301,2,64,42,65.62
STU00704,ME305,3,61,42,68.85
STU00704,ME305,4,59,42,71.19
STU00705,EC302,1,61,50,81.97
STU00705,EC304,2,60,44,73.33
STU00705,EC302,3,60,58,96.67
STU00705,EC303,4,70,55,78.57
STU00706,EE304,1,63,47,74.6
STU00706,EE302,2,63,47,74.6
STU00706,EE304,3,64,45,70.31
STU00706,EE303,4,59,41,69.49
STU00706,EE303,5,65,43,66.15
STU00706,EE303,6,65,52,80.0
STU00707,IT303,1,68,60,88.24
STU00707,IT305,2,67,62,92.54
STU00707,IT304,3,55,45,81.82
STU00707,IT304,4,56,55,98.21
STU00707,IT304,5,66,42,63.64
STU00708,EE304,1,63,44,69.84
STU00708,EE301,2,61,51,83.61
STU00708,EE302,3,63,44,69.84
STU00709,EE303,1,55,54,98.18
STU00709,EE303,2,68,62,91.18
STU00709,EE304,3,65,53,81.54
STU00709,EE305,4,61,58,95.08
STU00710,EE305,1,69,65,94.2
STU00710,EE303,2,58,46,79.31
STU00710,EE301,3,62,39,62.9
STU00711,CE303,1,70,50,71.43
STU00711,CE305,2,70,48,68.57
STU00711,CE301,3,67,54,80.6
STU00712,EC302,1,63,53,84.13
STU00712,EC305,2,67,56,83.58
STU00712,EC301,3,58,50,86.21
STU00712,EC301,4,65,52,80.0
STU00712,EC303,5,66,51,77.27
STU00713,EE303,1,58,44,75.86
STU00713,EE304,2,59,37,62.71
STU00713,EE301,3,65,52,80.0
STU00713,EE304,4,59,54,91.53
STU00713,EE302,5,64,48,75.0
STU00714,CS302,1,57,46,80.7
STU00714,CS304,2,62,43,69.35
STU00714,CS303,3,63,34,53.97
STU00714,CS305,4,64,39,60.94
STU00714,CS301,5,59,38,64.41
STU00714,CS301,6,65,37,56.92
STU00715,EE304,1,61,46,75.41
STU00715,EE302,2,65,39,60.0
STU00715,EE304,3,62,46,74.19
STU00715,EE304,4,66,55,83.33
STU00716,IT302,1,63,44,69.84
STU00716,IT303,2,55,31,56.36
STU00716,IT302,3,58,35,60.34
STU00716,IT304,4,68,38,55.88
STU00717,EC304,1,56,42,75.0
STU00717,EC305,2,56,46,82.14
STU00717,EC305,3,66,42,63.64
STU00717,EC301,4,68,58,85.29
STU00717,EC301,5,65,50,76.92
STU00718,EE304,1,64,50,78.12
STU00718,EE305,2,65,45,69.23
STU00718,EE301,3,57,42,73.68
STU00718,EE305,4,57,35,61.4
STU00718,EE305,5,58,63,79.31
STU00718,EE305,6,60,52,86.67
STU00719,EC301,1,69,58,84.06
STU00719,EC305,2,61,47,77.05
STU00719,EC301,3,68,49,72.06
STU00719,EC303,4,69,43,62.32
STU00719,EC304,5,59,45,76.27
STU00719,EC303,6,57,48,84.21
STU00720,ME305,1,65,51,78.46
STU00720,ME304,2,68,64,94.12
STU00720,ME301,3,67,52,77.61
STU00721,CS303,1,55,30,54.55
STU00721,CS305,2,67,35,52.24
STU00721,CS301,3,55,35,63.64
STU00721,CS302,4,65,39,60.0
STU00721,CS304,5,59,43,72.88
STU00721,CS303,6,62,40,64.52
STU00722,EC303,1,69,53,76.81
STU00722,EC302,2,66,62,93.94
STU00722,EC305,3,59,54,91.53
STU00722,EC302,4,59,58,98.31
STU00722,EC302,5,64,53,82.81
STU00722,EC302,6,58,51,87.93
STU00723,CE305,1,56,54,96.43
STU00723,CE302,2,66,62,93.94
STU00724,EC303,1,65,65,100.0
STU00724,EC302,2,61,58,95.08
STU00725,CS303,1,60,44,73.33
STU00725,CS304,2,63,47,74.6
STU00725,CS302,3,61,44,72.13
STU00726,ME301,1,59,39,66.1
STU00726,ME304,2,58,51,87.93
STU00726,ME304,3,55,45,81.82
STU00726,ME304,4,61,43,70.49
STU00727,CS301,1,69,55,79.71
STU00727,CS304,2,67,55,82.09
STU00727,CS302,3,61,55,90.16
STU00727,CS304,4,58,45,77.59
STU00727,CS301,5,60,52,86.67
STU00728,CS305,1,58,54,93.1
STU00728,CS302,2,61,55,90.16
STU00728,CS301,3,70,50,71.43
STU00728,CS305,4,66,66,100.0
STU00728,CS303,5,68,56,82.35
STU00728,CS302,6,61,58,95.08
STU00729,CS305,1,66,62,93.94
STU00729,CS304,2,63,38,60.32
STU00730,ME301,1,69,48,69.57
STU00730,ME301,2,55,34,61.82
STU00730,ME304,3,68,46,67.65
STU00730,ME304,4,58,52,89.66
STU00730,ME303,5,66,51,77.27
STU00730,ME303,6,57,44,77.19
STU00731,IT303,1,62,55,88.71
STU00731,IT301,2,67,52,77.61
STU00731,IT304,3,55,45,81.82
STU00731,IT303,4,65,45,69.23
STU00731,IT301,5,59,55,93.22
STU00732,EE302,1,55,51,92.73
STU00732,EE302,2,59,48,81.36
STU00732,EE302,3,70,61,87.14
STU00733,EE301,1,61,39,63.93
STU00733,EE303,2,66,46,69.7
STU00734,CS304,1,60,54,90.0
STU00734,CS304,2,60,45,75.0
STU00734,CS302,3,59,49,83.05
STU00734,CS302,4,66,44,66.67
STU00734,CS301,5,60,43,71.67
STU00734,CS301,6,70,52,74.29
STU00735,IT303,1,67,51,76.12
STU00735,IT303,2,63,44,69.84
STU00735,IT305,3,65,45,69.23
STU00736,CE301,1,65,63,96.92
STU00736,CE301,2,70,58,82.86
STU00737,CE302,1,68,54,79.41
STU00737,CE301,2,67,56,83.58
STU00738,EE305,1,60,44,73.33
STU00738,EE302,2,58,55,94.83
STU00738,EE301,3,66,58,87.88
STU00738,EE302,4,57,49,85.96
STU00738,EE304,5,57,42,73.68
STU00738,EE301,6,70,59,84.29
STU00739,ME304,1,69,57,82.61
STU00739,ME302,2,55,45,81.82
STU00739,ME303,3,70,60,85.71
STU00739,ME304,4,63,53,84.13
STU00739,ME302,5,65,47,72.31
STU00740,CE303,1,58,55,94.83
STU00740,CE304,2,70,65,92.86
STU00740,CE305,3,61,48,78.69
STU00740,CE302,4,62,55,88.71
STU00740,CE305,5,59,52,88.14
STU00740,CE302,6,62,51,82.26
STU00741,EC301,1,67,54,80.6
STU00741,EC303,2,58,32,55.17
STU00742,EE302,1,63,51,80.95
STU00742,EE302,2,64,39,60.94
STU00742,EE303,3,69,52,75.36
STU00743,CS305,1,63,49,77.78
STU00743,CS302,2,65,57,87.69
STU00743,CS304,3,66,52,78.79
STU00743,CS302,4,56,47,83.93
STU00743,CS304,5,56,51,91.07
STU00743,CS302,6,60,45,75.0
STU00744,ME302,1,56,52,92.86
STU00744,ME302,2,60,59,98.33
STU00745,EC303,1,55,35,63.64
STU00745,EC305,2,70,38,54.29
STU00745,EC304,3,66,48,72.73
STU00745,EC302,4,67,40,59.7
STU00745,EC304,5,61,45,73.77
STU00746,CS305,1,63,57,90.48
STU00746,CS305,2,69,56,81.16
STU00746,CS301,3,63,56,88.89
STU00746,CS305,4,65,59,90.77
STU00746,CS303,5,60,60,100.0
STU00747,EE303,1,70,60,85.71
STU00747,EE305,2,69,50,72.46
STU00747,EE301,3,65,70,73.85
STU00747,EE305,4,63,48,76.19
STU00748,EC303,1,68,55,80.88
STU00748,EC301,2,59,44,74.58
STU00749,CS302,1,69,57,82.61
STU00749,CS301,2,58,48,82.76
STU00750,CE303,1,59,37,62.71
STU00750,CE303,2,64,41,64.06
STU00750,CE304,3,68,58,85.29
STU00750,CE305,4,57,38,66.67
STU00750,CE305,5,60,39,65.0
STU00750,CE304,6,61,42,68.85
STU00751,IT302,1,55,46,83.64
STU00751,IT302,2,66,55,83.33
STU00751,IT305,3,59,47,79.66
STU00752,EC305,1,56,45,80.36
STU00752,EC305,2,66,44,66.67
STU00752,EC305,3,62,48,77.42
STU00752,EC305,4,60,45,75.0
STU00752,EC303,5,60,41,68.33
STU00752,EC301,6,60,42,70.0
STU00753,EC302,1,59,45,76.27
STU00753,EC305,2,68,55,80.88
STU00753,EC302,3,63,51,80.95
STU00753,EC301,4,67,50,74.63
STU00753,EC303,5,67,53,79.1
STU00753,EC305,6,68,52,76.47
STU00754,CE304,1,65,55,84.62
STU00754,CE302,2,64,46,71.88
STU00754,CE301,3,57,37,64.91
STU00754,CE303,4,64,54,84.38
STU00754,CE302,5,57,40,70.18
STU00755,EC304,1,59,43,72.88
STU00755,EC302,2,70,45,64.29
STU00756,EE302,1,67,59,88.06
STU00756,EE302,2,68,52,76.47
STU00756,EE304,3,61,53,86.89
STU00757,IT303,1,57,35,61.4
STU00757,IT302,2,63,43,68.25
STU00757,IT302,3,67,53,79.1
STU00758,EE305,1,59,47,79.66
STU00758,EE302,2,69,60,86.96
STU00759,EC303,1,65,46,70.77
STU00759,EC301,2,58,43,74.14
STU00759,EC305,3,64,42,65.62
STU00760,IT301,1,70,64,91.43
STU00760,IT302,2,69,53,76.81
STU00760,IT303,3,58,52,89.66
STU00760,IT305,4,69,69,100.0
STU00760,IT302,5,57,53,92.98
STU00760,IT303,6,63,61,96.83
STU00761,IT304,1,63,47,74.6
STU00761,IT301,2,69,56,81.16
STU00762,EE305,1,60,49,81.67
STU00762,EE304,2,64,49,76.56
STU00762,EE302,3,58,50,86.21
STU00762,EE301,4,66,43,65.15
STU00762,EE302,5,70,53,75.71
STU00763,EC304,1,56,52,92.86
STU00763,EC301,2,63,58,92.06
